3.581347159595178464e+00,2.041227060873467281e+00,8.721883365175693292e-01,7.635311945040118564e-01,7.411926816428882070e-01,7.281505019538363488e-01,7.171467713713598480e-01,7.079393778718672259e-01,7.000523603900263847e-01,6.929980901966105167e-01,6.865657383133930702e-01,6.806489184554880278e-01,6.751474294321604397e-01,6.699701003835746294e-01,6.650974512950463824e-01,6.606358644739822594e-01,6.566931051847062495e-01,6.532796196237298236e-01,6.503491731185635505e-01,6.478385155211821012e-01,6.456747347842658469e-01,6.437992408765401686e-01,6.421595146725301850e-01,6.407143672973840687e-01,6.394295493819300846e-01,6.382805901157073691e-01,6.372429763995687280e-01,6.363018626389395083e-01,6.354476823996793033e-01,6.346669063269642086e-01,6.339497646698476485e-01,6.332887901626698124e-01,6.326786529710237694e-01,6.321136416532180391e-01,6.315883371865191886e-01,6.310992487085449465e-01,6.306434848747241029e-01,6.302182311355876143e-01,6.298202781680712903e-01,6.294475634965064348e-01,6.290991404713537349e-01,6.287721925603469986e-01,6.284645424535604263e-01,6.281742905951408495e-01,6.279005778927284620e-01,6.276417740364622633e-01,6.273974867594355187e-01,6.271659969163538850e-01,6.269468304982207529e-01,6.267384292661641876e-01,6.265405458439399222e-01,6.263524281346315448e-01,6.261733772734972003e-01,6.260028830494084318e-01,6.258401769692271133e-01,6.256842568664510162e-01,6.255348641926812281e-01,6.253916747846501867e-01,6.252545149908492750e-01,6.251230140837635840e-01,6.249968987121199415e-01
3.580744960108899200e+00,2.031890278188560828e+00,8.614350422168320920e-01,7.622460426783053133e-01,7.411795593701165918e-01,7.289216111301665135e-01,7.184885000917372588e-01,7.093418316739985574e-01,7.013241423732831104e-01,6.940519705201536604e-01,6.873086958254635004e-01,6.810227084838668121e-01,6.752167657978636051e-01,6.698415810009754612e-01,6.648061013991312107e-01,6.601168189446726675e-01,6.558467345722691633e-01,6.520970537167026793e-01,6.488953716030921859e-01,6.462014772614090852e-01,6.439363575430377962e-01,6.420137454881590378e-01,6.403659030105112171e-01,6.389399459455357144e-01,6.376937029461536843e-01,6.365922206513541237e-01,6.356107074225050280e-01,6.347309725027229232e-01,6.339418219220681605e-01,6.332280988748718586e-01,6.325794666554319656e-01,6.319871247081357835e-01,6.314449764651965946e-01,6.309474575429474541e-01,6.304899332467399642e-01,6.300665980905444385e-01,6.296728324952551858e-01,6.293071173590804035e-01,6.289664863654566007e-01,6.286482190137873127e-01,6.283505806456771703e-01,6.280724230669532115e-01,6.278122134293203649e-01,6.275671860876446129e-01,6.273364840498669714e-01,6.271194709730669725e-01,6.269145318310452852e-01,6.267205337618242389e-01,6.265366497924405031e-01,6.263624091269757166e-01,6.261972685689924933e-01,6.260403293053069529e-01,6.258908601588080156e-01,6.257486661527940086e-01,6.256130625901068498e-01,6.254834417313973605e-01,6.253593862107686974e-01,6.252408519588735780e-01,6.251273640422592148e-01,6.250186365285760326e-01,6.249145733037940742e-01
3.582545075793198475e+00,1.945203630043007781e+00,8.215888591384222783e-01,7.518881564441697307e-01,7.364238548456799593e-01,7.255430909056177491e-01,7.149898629181470344e-01,7.053968814537510124e-01,6.970664433254715187e-01,6.896936294564718350e-01,6.830892399159999018e-01,6.771691611687719048e-01,6.718359029770185620e-01,6.669543046267049080e-01,6.624352258884925737e-01,6.582600382276502238e-01,6.544571476726054327e-01,6.510829587722778422e-01,6.481608892759018747e-01,6.456599710445969365e-01,6.435190976123607021e-01,6.416742255524642280e-01,6.400691968474339077e-01,6.386607775503394535e-01,6.374179200937643008e-01,6.363132820943291357e-01,6.353230878128652837e-01,6.344338877099550134e-01,6.336299507451939039e-01,6.328999327894361260e-01,6.322334633361835765e-01,6.316229771211006039e-01,6.310609727572233929e-01,6.305412706953812396e-01,6.300596859009344186e-01,6.296135352350513692e-01,6.291985843415389690e-01,6.288113682883670341e-01,6.284493168894880188e-01,6.281099011503528118e-01,6.277918847070830255e-01,6.274932927664189641e-01,6.272116280416033529e-01,6.269456423969207437e-01,6.266947040993831042e-01,6.264576007334665686e-01,6.262331488911626609e-01,6.260200166042753089e-01,6.258178633579354333e-01,6.256253931552817615e-01,6.254422847386382767e-01,6.252678563230082975e-01,6.251015558216268531e-01,6.249428859504533307e-01,6.247911310350271474e-01,6.246460572629775054e-01,6.245070755567826426e-01,6.243737263562558759e-01,6.242458441355557275e-01,6.241232013960520408e-01,6.240052692847021243e-01
3.581699088254376218e+00,2.368075673592421992e+00,1.010145523950633173e+00,7.845551990798365072e-01,7.490102857035138006e-01,7.324206419644559984e-01,7.207864410078560491e-01,7.113223190938842144e-01,7.028435342839836064e-01,6.948080534677681941e-01,6.873517815768802608e-01,6.806278052548339064e-01,6.745073003660725375e-01,6.687718981291342901e-01,6.633499558415084651e-01,6.583750913156193318e-01,6.540115980862059031e-01,6.503096622567087204e-01,6.472255346975732682e-01,6.446461234016023223e-01,6.424746919747534868e-01,6.406213630259448566e-01,6.390254323295317951e-01,6.376386841102056335e-01,6.364217781667174112e-01,6.353474963533004560e-01,6.343932755936519952e-01,6.335409117772641263e-01,6.327734819121765275e-01,6.320805200773336185e-01,6.314524784903736698e-01,6.308811992903436972e-01,6.303591557765421127e-01,6.298792746196417713e-01,6.294367864158769699e-01,6.290273004314673733e-01,6.286482922255042238e-01,6.282957185141990752e-01,6.279666916974462332e-01,6.276592282653004062e-01,6.273715865744181608e-01,6.271021370255920324e-01,6.268486429070820876e-01,6.266097430259277568e-01,6.263839346227331184e-01,6.261704035916962896e-01,6.259682397008882182e-01,6.257768929955457304e-01,6.255951814839563196e-01,6.254222443030585943e-01,6.252574333681869545e-01,6.251003120690079573e-01,6.249501126233826254e-01,6.248066909272705916e-01,6.246695078229584919e-01,6.245378945869188847e-01,6.244117230786386807e-01,6.242907117906296710e-01,6.241747393529665233e-01,6.240637466344711726e-01,6.239572141236081615e-01
3.581486441691780431e+00,2.175345473067384017e+00,9.346333561561963599e-01,7.753062311015259667e-01,7.456160910334672653e-01,7.303335322652748651e-01,7.186464040206005377e-01,7.088515274103933672e-01,7.005889882828928439e-01,6.935975064035353466e-01,6.875257676891455283e-01,6.820117753270711347e-01,6.768176472239777475e-01,6.718556096928847143e-01,6.671042537729692246e-01,6.625756854994415690e-01,6.583452735829040670e-01,6.545122827289892031e-01,6.511314888808121815e-01,6.482010588968751819e-01,6.456737687711059381e-01,6.434981113650551920e-01,6.416170471395093999e-01,6.399782148479538080e-01,6.385379308716637725e-01,6.372675269188321501e-01,6.361409527038633938e-01,6.351365906446138077e-01,6.342331954536958305e-01,6.334179912422432945e-01,6.326779399731575770e-01,6.320037991668365773e-01,6.313873654673393121e-01,6.308216532643071695e-01,6.303005481019623435e-01,6.298187396981095310e-01,6.293718794415485984e-01,6.289567406908196379e-01,6.285708752265725119e-01,6.282109645306184209e-01,6.278751010391940834e-01,6.275607345879133936e-01,6.272659474120774181e-01,6.269884324321964852e-01,6.267274751005490474e-01,6.264816614401514938e-01,6.262495275910022752e-01,6.260297534624643667e-01,6.258214825939932835e-01,6.256238847340676035e-01,6.254362253935200622e-01,6.252578635311110133e-01,6.250880697939058539e-01,6.249263128184243676e-01,6.247722980696428507e-01,6.246250085332910595e-01,6.244841585593348121e-01,6.243494092952809327e-01,6.242202599390478390e-01,6.240963804719730224e-01,6.239771445380997150e-01
3.581347023079328284e+00,2.040988238268719890e+00,8.527831385824811150e-01,7.585114368041150357e-01,7.402560744379665936e-01,7.305346432860236883e-01,7.207574386500661401e-01,7.093374284818136921e-01,6.990484021368222889e-01,6.907625097483711674e-01,6.837546052627987425e-01,6.774583762178000290e-01,6.716508265057787863e-01,6.662150339499909313e-01,6.610880692223108923e-01,6.562606291978024808e-01,6.517490055423786899e-01,6.475736179243557489e-01,6.437439873788242117e-01,6.402774416500600640e-01,6.371866791125148088e-01,6.344676129473988402e-01,6.320868681896735231e-01,6.300012768093444793e-01,6.281702868712565335e-01,6.265512815207897601e-01,6.251101536488413712e-01,6.238211305910937865e-01,6.226624649525279720e-01,6.216158805204639037e-01,6.206658350751359521e-01,6.198018327741255940e-01,6.190125253560405660e-01,6.182891646353583237e-01,6.176229438573627162e-01,6.170079308519890171e-01,6.164376915995092299e-01,6.159078086320028955e-01,6.154148622977597682e-01,6.149556679036526363e-01,6.145264311439648797e-01,6.141250473996324732e-01,6.137485192434042336e-01,6.133949601066605029e-01,6.130624460795455200e-01,6.127494876243445576e-01,6.124541108491843300e-01,6.121748946317918660e-01,6.119109485956167882e-01,6.116605985305119120e-01,6.114227313472104797e-01,6.111968520909878411e-01,6.109822019854550534e-01,6.107778643295856957e-01,6.105828096604372091e-01,6.103967231136969707e-01,6.102186234089734818e-01,6.100481421532550907e-01,6.098849859364796622e-01,6.097285879019027632e-01,6.095785788235944525e-01
3.580744858710120493e+00,1.919526481601363743e+00,8.101872742782709746e-01,7.491006841926666215e-01,7.360618258739084485e-01,7.262630603707488364e-01,7.158773761356367338e-01,7.065442633660010685e-01,6.983269598481713913e-01,6.907804834920965309e-01,6.838823210815440090e-01,6.775282733854851580e-01,6.715006918228483279e-01,6.656574369062790986e-01,6.600549709588187097e-01,6.548338526524416503e-01,6.500562823569152604e-01,6.457515094010980450e-01,6.419486458318262034e-01,6.386350871517338934e-01,6.357815740838871355e-01,6.333328510029011538e-01,6.312177586662633955e-01,6.293804787071493045e-01,6.277698665044632031e-01,6.263464338568160983e-01,6.250802474112538976e-01,6.239461365515305280e-01,6.229219746831144988e-01,6.219903634254890790e-01,6.211406654292273011e-01,6.203621894409345749e-01,6.196462947977848801e-01,6.189859939766410024e-01,6.183764730164127421e-01,6.178107625118436363e-01,6.172838717070014969e-01,6.167917345312474708e-01,6.163325842617509709e-01,6.159028440962959206e-01,6.154991095605912843e-01,6.151193108696152434e-01,6.147615270589620318e-01,6.144251170658906469e-01,6.141074145693392605e-01,6.138068053820368020e-01,6.135217982541674164e-01,6.132515473000443862e-01,6.129946520613608341e-01,6.127506466472403268e-01,6.125190201672345847e-01,6.122987493742344522e-01,6.120881641040059051e-01,6.118867773321707837e-01,6.116944531960097908e-01,6.115107994080308806e-01,6.113345705009249897e-01,6.111656789898746167e-01,6.110036033909816977e-01,6.108481590408454398e-01,6.106988867614140393e-01
3.582544466144894635e+00,2.042129521139332216e+00,8.769816357252011585e-01,7.646243127987840671e-01,7.422966627287335140e-01,7.298013602501007835e-01,7.192776116845197576e-01,7.102073092855931691e-01,7.021497325229862918e-01,6.943639516129793687e-01,6.869037280075181995e-01,6.800979946669775122e-01,6.738117838421197048e-01,6.677381594215470173e-01,6.617912917544398477e-01,6.561147548925220230e-01,6.509233441551660615e-01,6.463128761500372965e-01,6.422940331028269556e-01,6.388279003608408058e-01,6.358529760970914602e-01,6.332983354520451691e-01,6.310965916359714267e-01,6.291925713957006172e-01,6.275317773881866623e-01,6.260694482106972103e-01,6.247728891696705533e-01,6.236147941615216572e-01,6.225728898271560841e-01,6.216322119932207180e-01,6.207772008088765503e-01,6.199973526098196963e-01,6.192832940609932502e-01,6.186271208164736413e-01,6.180223668610089760e-01,6.174632658921636041e-01,6.169443667385012819e-01,6.164621302899101485e-01,6.160122277232189525e-01,6.155919027152537693e-01,6.151983245857196581e-01,6.148284988047707511e-01,6.144806944436679297e-01,6.141529566644516880e-01,6.138443743285793008e-01,6.135527047228802600e-01,6.132768846218369374e-01,6.130154607450088999e-01,6.127673548171490570e-01,6.125312682674236564e-01,6.123065887418425168e-01,6.120927649953480376e-01,6.118887084443216384e-01,6.116937200967452748e-01,6.115072639865716253e-01,6.113290214974927972e-01,6.111580123241722173e-01,6.109940645379198232e-01,6.108367736323562225e-01,6.106855271666774554e-01,6.105399559916134811e-01
3.581698657734114555e+00,2.153857266348497390e+00,9.222230452397524036e-01,7.724906648593099501e-01,7.444113302959850520e-01,7.290502738800450633e-01,7.167693754011950080e-01,7.069673906826464682e-01,6.989155132474385024e-01,6.918553052391623881e-01,6.853578170203079578e-01,6.791373163191519735e-01,6.730928811528966715e-01,6.672935804333676169e-01,6.618732045583787249e-01,6.569158392475826780e-01,6.523911471943744100e-01,6.482387117626376982e-01,6.444187523662774364e-01,6.409548761524569427e-01,6.378733786577166498e-01,6.351652915851079273e-01,6.328073619988637821e-01,6.307515539506377555e-01,6.289541752996337109e-01,6.273655990836813912e-01,6.259537002444570675e-01,6.246902206659920020e-01,6.235527860835992087e-01,6.225225529964766302e-01,6.215851747880178912e-01,6.207283702801609238e-01,6.199410103198079725e-01,6.192134949697021273e-01,6.185394211198114167e-01,6.179139761693159816e-01,6.173324058765314870e-01,6.167898695897012784e-01,6.162812301681995786e-01,6.158045622827383880e-01,6.153572820601673765e-01,6.149362397693575177e-01,6.145391808413952495e-01,6.141652035367345386e-01,6.138116331534209102e-01,6.134766195621116358e-01,6.131584091144881565e-01,6.128567287982856771e-01,6.125697746095977170e-01,6.122964425660726295e-01,6.120360697894210444e-01,6.117877910459664781e-01,6.115503739185367271e-01,6.113235696130394636e-01,6.111065171387783934e-01,6.108988994109773030e-01,6.106997588882634442e-01,6.105084390782518078e-01,6.103244759140225018e-01,6.101476347227160479e-01,6.099776836759868148e-01
3.581486357225699191e+00,1.969037556890697926e+00,8.468443436657112633e-01,7.586156740378745544e-01,7.400603756910328901e-01,7.283764824644998193e-01,7.178944763598701373e-01,7.087467697720191140e-01,7.004958281404910503e-01,6.927849807857388020e-01,6.856397024415291641e-01,6.789805733430401835e-01,6.727298255749033506e-01,6.668947860802897365e-01,6.614604912631787403e-01,6.564206618986980768e-01,6.517681241952852922e-01,6.475060821697590230e-01,6.436276149634464483e-01,6.401159634507211926e-01,6.369835027234960201e-01,6.342276210949153725e-01,6.318230155659629865e-01,6.297327509603430906e-01,6.279041727908929449e-01,6.262962708130186407e-01,6.248724421869816803e-01,6.236051262788453453e-01,6.224685324808345577e-01,6.214439740457322614e-01,6.205156697691543988e-01,6.196719942177921769e-01,6.188996909610752217e-01,6.181890879784127657e-01,6.175345081509017175e-01,6.169295676350087243e-01,6.163695059073214244e-01,6.158497653302406061e-01,6.153668384554410453e-01,6.149162035310128394e-01,6.144942215687411169e-01,6.140979838742152142e-01,6.137253509253657313e-01,6.133752627433438631e-01,6.130456916710061988e-01,6.127350223028257270e-01,6.124415041535083981e-01,6.121633955360424872e-01,6.118995196014072047e-01,6.116487359207413155e-01,6.114105134181413437e-01,6.111839345001329749e-01,6.109679881361848031e-01,6.107621789822453851e-01,6.105656569366690878e-01,6.103776697831694298e-01,6.101977564841898349e-01,6.100255646964608536e-01,6.098607673060100209e-01,6.097026468420715384e-01,6.095507777373869729e-01
3.581347534270426625e+00,2.017604361583035910e+00,8.605660221715416558e-01,7.603574000574069292e-01,7.385873354362741949e-01,7.248247818026851697e-01,7.132115625611780141e-01,7.038101886843370902e-01,6.957803512356638409e-01,6.884309242025495879e-01,6.814852425490289800e-01,6.747343105363340365e-01,6.680571013608951336e-01,6.614270062178005949e-01,6.549494482699304010e-01,6.487240240310385708e-01,6.428299448243969261e-01,6.372708820003251118e-01,6.320215441605260276e-01,6.270886562762812977e-01,6.225042039482073797e-01,6.182928207908875429e-01,6.144695235671058242e-01,6.110342455413345641e-01,6.079608065381457704e-01,6.052169022810561794e-01,6.027652361844646478e-01,6.005610265210061804e-01,5.985735052871645756e-01,5.967726655973841776e-01,5.951324452263919706e-01,5.936337398827501444e-01,5.922612649258689466e-01,5.909967076619743187e-01,5.898281187510721058e-01,5.887453673879273763e-01,5.877396382069832725e-01,5.868040144051034357e-01,5.859310292218429250e-01,5.851144702657498087e-01,5.843486802691119086e-01,5.836282428304158110e-01,5.829511054527933833e-01,5.823139035097905092e-01,5.817124352810419952e-01,5.811448467754163349e-01,5.806079009036527738e-01,5.800991175434384584e-01,5.796168479504624216e-01,5.791583827195732059e-01,5.787220332598486117e-01,5.783056375396385951e-01,5.779081688771662284e-01,5.775284103848626893e-01,5.771655587559395562e-01,5.768185012573491255e-01,5.764860489744700889e-01,5.761678469170773420e-01,5.758625924218293557e-01,5.755694876881336519e-01,5.752880900161444488e-01
3.580744846930250525e+00,1.962418664659403067e+00,8.227021333520696533e-01,7.528817067516919703e-01,7.372011400703606387e-01,7.260567217312077215e-01,7.152195573170664344e-01,7.055597168169344124e-01,6.970855106288883496e-01,6.894236473606404347e-01,6.822574723948309217e-01,6.753395269915912769e-01,6.684751463920400871e-01,6.616101484384748765e-01,6.548586334905700523e-01,6.483720783291819778e-01,6.422454019839558548e-01,6.365244120276579709e-01,6.312289425148189803e-01,6.263544958457878398e-01,6.218977243428484014e-01,6.178588150225358122e-01,6.142229118224872275e-01,6.109693642953544224e-01,6.080593519018450133e-01,6.054592355773521506e-01,6.031283834506248054e-01,6.010314257719694409e-01,5.991386160616456458e-01,5.974245364715098372e-01,5.958637988949918585e-01,5.944350033029467406e-01,5.931230270424205919e-01,5.919158376395911025e-01,5.907996598747985439e-01,5.897648053270417856e-01,5.888024225565603453e-01,5.879032274040643102e-01,5.870616255429028651e-01,5.862725818533410793e-01,5.855308539163367465e-01,5.848333428794624256e-01,5.841761380054613095e-01,5.835550296296678763e-01,5.829679359367641034e-01,5.824113129668936351e-01,5.818833548118770294e-01,5.813825414689471893e-01,5.809064183476768672e-01,5.804537921736683259e-01,5.800222233271647987e-01,5.796102552923180218e-01,5.792166205416199309e-01,5.788397658558394054e-01,5.784785661825864178e-01,5.781327142157232091e-01,5.778011008565440143e-01,5.774826918366121609e-01,5.771768222151899552e-01,5.768824033587177658e-01,5.765989233159681815e-01
